USERPROFILE_HISTORY_ID,USERPROFILE_ID,ACCESSCATALYST,OLD_VALUE,NEW_VALUE,MODIFIED,REASON,MODIFIEDBY,CHANGED_BY,CHANGED_DATE,CHANGED_BY_DEPUTY,CHANGE_TYPE,VALID_FROM,APPROVED_BY,RECORD_NUMBER,VALID_TO,IS_TIMELINE,APPROVED_ON,REASON_FOR_CHANGE_IN_VALUE,CHANGED_BY_ROLE,PRIMARY_RECORD,APPROVED_BY_DEPUTY,CHANGE_FROM_COMMON_TYPE,CHANGE_FROM_PROCESS_ID,INTEGRATION_ID,INTEGRATION_VERSION,INTEGRATION_TYPE,INTEGRATION_MODE
334,3,94,Azure Fundamentals,Scrum Master,2023-09-29 13:08:26,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,charles38,177,2023-09-29 13:08:26,46,2,2023-08-27,709,334,2024-03-06,1,2023-10-16 13:08:26,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,9,502,802,2,79,0,0,0,0
335,3,95,Azure Fundamentals,AWS Certified,2024-04-02 13:08:27,Profile value updated from 'Azure Fundamentals' to 'AWS Certified' for role alignment.,allison36,345,2024-04-02 13:08:27,875,2,2023-12-31,241,335,2024-09-02,0,2024-04-06 13:08:27,Profile value updated from 'Azure Fundamentals' to 'AWS Certified' for role alignment.,10,244,346,3,65,0,0,0,0
336,3,97,SQL,Excel,2023-12-01 13:08:28,Profile value updated from 'SQL' to 'Excel' for role alignment.,fwalker,117,2023-12-01 13:08:28,14,3,2023-10-12,725,336,2024-01-04,0,2023-12-18 13:08:28,Profile value updated from 'SQL' to 'Excel' for role alignment.,1,588,325,5,1,0,0,0,0
337,3,97,Azure Fundamentals,AWS Certified,2023-10-01 13:08:29,Profile value updated from 'Azure Fundamentals' to 'AWS Certified' for role alignment.,ryanhouston,31,2023-10-01 13:08:29,844,3,2023-08-06,26,337,2023-11-26,1,2023-10-22 13:08:29,Profile value updated from 'Azure Fundamentals' to 'AWS Certified' for role alignment.,9,13,655,9,19,0,0,0,0
338,3,98,Excel,SQL,2023-11-27 13:08:30,Profile value updated from 'Excel' to 'SQL' for role alignment.,ccampbell,888,2023-11-27 13:08:30,476,3,2023-10-09,619,338,2024-01-04,1,2023-12-18 13:08:30,Profile value updated from 'Excel' to 'SQL' for role alignment.,4,429,230,3,89,0,0,0,0
339,3,98,Azure Fundamentals,Scrum Master,2023-04-07 13:08:30,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,christian40,227,2023-04-07 13:08:30,649,3,2023-03-03,544,339,2023-09-18,0,2023-04-25 13:08:30,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,10,84,308,5,50,0,0,0,0
340,3,98,Photography,Running,2023-04-01 13:08:31,Profile value updated from 'Photography' to 'Running' for role alignment.,ritaevans,730,2023-04-01 13:08:31,322,1,2023-02-16,674,340,2023-05-08,0,2023-04-14 13:08:31,Profile value updated from 'Photography' to 'Running' for role alignment.,9,213,689,5,60,0,0,0,0
341,3,99,PMP,AWS Certified,2023-06-17 13:08:32,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,brad23,460,2023-06-17 13:08:32,171,2,2023-04-05,615,341,2023-08-27,1,2023-07-08 13:08:32,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,4,919,754,10,22,0,0,0,0
342,3,99,SQL,Power BI,2023-07-18 13:08:33,Profile value updated from 'SQL' to 'Power BI' for role alignment.,leah59,413,2023-07-18 13:08:33,655,4,2023-05-21,528,342,2023-10-03,0,2023-07-22 13:08:33,Profile value updated from 'SQL' to 'Power BI' for role alignment.,1,671,340,3,53,0,0,0,0
343,4,1,AWS Certified,Azure Fundamentals,2023-02-07 13:08:33,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,aarongonzalez,593,2023-02-07 13:08:33,988,1,2022-12-06,739,343,2023-03-15,0,2023-03-03 13:08:33,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,8,84,42,4,35,0,0,0,0
344,4,1,Running,Hiking,2023-08-09 13:08:34,Profile value updated from 'Running' to 'Hiking' for role alignment.,andersonanthony,177,2023-08-09 13:08:34,960,1,2023-06-28,90,344,2023-11-21,0,2023-08-21 13:08:34,Profile value updated from 'Running' to 'Hiking' for role alignment.,7,756,757,6,20,0,0,0,0
345,4,1,AWS Certified,Scrum Master,2024-04-06 13:08:35,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,adamsnyder,832,2024-04-06 13:08:35,555,4,2023-12-29,135,345,2024-08-31,0,2024-05-03 13:08:35,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,7,980,509,8,63,0,0,0,0
346,4,2,Java,SQL,2023-03-05 13:08:36,Profile value updated from 'Java' to 'SQL' for role alignment.,moorejamie,277,2023-03-05 13:08:36,384,4,2022-12-18,419,346,2023-05-16,0,2023-03-07 13:08:36,Profile value updated from 'Java' to 'SQL' for role alignment.,9,972,69,2,16,0,0,0,0
347,4,2,Power BI,SQL,2023-06-16 13:08:36,Profile value updated from 'Power BI' to 'SQL' for role alignment.,wrobinson,14,2023-06-16 13:08:36,513,2,2023-03-13,433,347,2023-08-25,1,2023-07-05 13:08:36,Profile value updated from 'Power BI' to 'SQL' for role alignment.,6,117,420,3,85,0,0,0,0
348,4,2,Azure Fundamentals,Scrum Master,2023-10-30 13:08:37,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,brandon73,688,2023-10-30 13:08:37,325,3,2023-08-23,764,348,2024-03-02,1,2023-11-12 13:08:37,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,5,437,967,7,82,0,0,0,0
349,4,4,Python,Excel,2023-07-17 13:08:38,Profile value updated from 'Python' to 'Excel' for role alignment.,brian10,378,2023-07-17 13:08:38,45,4,2023-05-05,23,349,2023-09-25,0,2023-08-09 13:08:38,Profile value updated from 'Python' to 'Excel' for role alignment.,1,907,109,4,41,0,0,0,0
350,4,4,Python,Java,2023-04-18 13:08:39,Profile value updated from 'Python' to 'Java' for role alignment.,herrerafrancisco,161,2023-04-18 13:08:39,925,3,2023-02-28,626,350,2023-08-13,1,2023-05-18 13:08:39,Profile value updated from 'Python' to 'Java' for role alignment.,4,732,125,3,37,0,0,0,0
351,4,4,PMP,Scrum Master,2024-03-17 13:08:40,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,erik59,230,2024-03-17 13:08:40,790,5,2024-02-03,175,351,2024-07-17,0,2024-04-05 13:08:40,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,9,886,473,7,79,0,0,0,0
352,4,6,Cycling,Photography,2023-12-03 13:08:40,Profile value updated from 'Cycling' to 'Photography' for role alignment.,christopher01,639,2023-12-03 13:08:40,742,5,2023-10-04,615,352,2024-04-13,0,2023-12-25 13:08:40,Profile value updated from 'Cycling' to 'Photography' for role alignment.,7,531,851,10,75,0,0,0,0
353,4,6,SQL,Python,2023-10-15 13:08:41,Profile value updated from 'SQL' to 'Python' for role alignment.,eprice,388,2023-10-15 13:08:41,197,1,2023-09-01,155,353,2023-12-10,0,2023-11-09 13:08:41,Profile value updated from 'SQL' to 'Python' for role alignment.,8,82,978,4,92,0,0,0,0
354,4,6,Cycling,Photography,2023-04-07 13:08:42,Profile value updated from 'Cycling' to 'Photography' for role alignment.,lisa59,601,2023-04-07 13:08:42,281,3,2023-02-02,164,354,2023-09-30,1,2023-04-29 13:08:42,Profile value updated from 'Cycling' to 'Photography' for role alignment.,3,419,633,6,87,0,0,0,0
355,4,8,PMP,AWS Certified,2023-09-06 13:08:43,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,kathylopez,714,2023-09-06 13:08:43,570,4,2023-07-06,438,355,2024-02-09,1,2023-09-14 13:08:43,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,3,74,70,4,98,0,0,0,0
356,4,8,SQL,Excel,2022-12-29 13:08:44,Profile value updated from 'SQL' to 'Excel' for role alignment.,kathleen50,413,2022-12-29 13:08:44,322,3,2022-12-16,355,356,2023-03-11,1,2023-01-19 13:08:44,Profile value updated from 'SQL' to 'Excel' for role alignment.,8,528,816,2,54,0,0,0,0
357,4,9,Power BI,Java,2023-07-05 13:08:44,Profile value updated from 'Power BI' to 'Java' for role alignment.,kcharles,557,2023-07-05 13:08:44,128,4,2023-05-22,163,357,2023-10-10,0,2023-07-11 13:08:44,Profile value updated from 'Power BI' to 'Java' for role alignment.,5,62,542,7,92,0,0,0,0
358,4,9,Java,Python,2023-10-10 13:08:45,Profile value updated from 'Java' to 'Python' for role alignment.,ntravis,63,2023-10-10 13:08:45,945,4,2023-08-29,637,358,2023-12-16,0,2023-10-15 13:08:45,Profile value updated from 'Java' to 'Python' for role alignment.,6,458,243,2,31,0,0,0,0
359,4,9,Python,Java,2023-06-09 13:08:46,Profile value updated from 'Python' to 'Java' for role alignment.,chadlong,905,2023-06-09 13:08:46,347,5,2023-04-27,746,359,2023-12-03,1,2023-07-04 13:08:46,Profile value updated from 'Python' to 'Java' for role alignment.,3,40,545,9,52,0,0,0,0
360,4,10,Scrum Master,PMP,2024-01-02 13:08:47,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,gibsonronald,846,2024-01-02 13:08:47,317,2,2023-12-08,108,360,2024-03-10,0,2024-01-27 13:08:47,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,7,33,30,9,47,0,0,0,0
361,4,10,PMP,AWS Certified,2023-05-18 13:08:48,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,gomezchristine,896,2023-05-18 13:08:48,687,1,2023-05-03,971,361,2023-09-23,0,2023-05-28 13:08:48,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,10,254,342,10,41,0,0,0,0
362,4,11,PMP,Azure Fundamentals,2023-06-10 13:08:49,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,jasonbush,362,2023-06-10 13:08:49,630,1,2023-03-10,58,362,2023-09-09,1,2023-06-23 13:08:49,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,4,102,41,5,55,0,0,0,0
363,4,11,Excel,Java,2024-03-18 13:08:50,Profile value updated from 'Excel' to 'Java' for role alignment.,ramirezamanda,422,2024-03-18 13:08:50,21,5,2024-02-07,841,363,2024-05-19,0,2024-03-19 13:08:50,Profile value updated from 'Excel' to 'Java' for role alignment.,4,983,662,5,95,0,0,0,0
364,4,11,AWS Certified,Azure Fundamentals,2023-10-04 13:08:51,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,vkoch,600,2023-10-04 13:08:51,348,3,2023-09-02,895,364,2024-03-06,1,2023-10-15 13:08:51,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,3,286,10,7,2,0,0,0,0
365,4,13,Excel,SQL,2023-03-09 13:08:51,Profile value updated from 'Excel' to 'SQL' for role alignment.,qbush,763,2023-03-09 13:08:51,953,3,2022-12-10,433,365,2023-06-08,1,2023-03-22 13:08:51,Profile value updated from 'Excel' to 'SQL' for role alignment.,1,929,635,8,80,0,0,0,0
366,4,16,SQL,Java,2023-02-26 13:08:52,Profile value updated from 'SQL' to 'Java' for role alignment.,christophergalloway,291,2023-02-26 13:08:52,506,5,2022-11-21,262,366,2023-06-12,0,2023-03-21 13:08:52,Profile value updated from 'SQL' to 'Java' for role alignment.,9,723,994,9,82,0,0,0,0
367,4,16,Cycling,Running,2023-10-31 13:08:53,Profile value updated from 'Cycling' to 'Running' for role alignment.,xholland,563,2023-10-31 13:08:53,266,2,2023-09-15,883,367,2024-03-03,1,2023-11-09 13:08:53,Profile value updated from 'Cycling' to 'Running' for role alignment.,8,12,839,5,89,0,0,0,0
368,4,19,AWS Certified,PMP,2022-12-13 13:08:54,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,travis87,846,2022-12-13 13:08:54,860,2,2022-10-28,884,368,2023-05-18,0,2022-12-15 13:08:54,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,1,666,271,10,98,0,0,0,0
369,4,20,Cycling,Hiking,2024-01-18 13:08:55,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,karenanderson,498,2024-01-18 13:08:55,612,3,2023-12-11,477,369,2024-06-25,0,2024-02-15 13:08:55,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,3,126,635,2,75,0,0,0,0
370,4,20,Photography,Cycling,2022-12-19 13:08:56,Profile value updated from 'Photography' to 'Cycling' for role alignment.,chelsea81,541,2022-12-19 13:08:56,416,4,2022-11-24,526,370,2023-03-23,0,2023-01-18 13:08:56,Profile value updated from 'Photography' to 'Cycling' for role alignment.,7,872,356,7,85,0,0,0,0
371,4,20,PMP,Scrum Master,2024-04-09 13:08:56,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,morristhomas,610,2024-04-09 13:08:56,54,1,2024-02-17,213,371,2024-08-15,0,2024-04-12 13:08:56,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,4,399,288,1,69,0,0,0,0
372,4,24,AWS Certified,PMP,2023-11-16 13:08:57,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,bridget78,866,2023-11-16 13:08:57,634,2,2023-10-07,206,372,2024-01-19,0,2023-12-09 13:08:57,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,10,759,915,5,99,0,0,0,0
373,4,27,SQL,Power BI,2023-12-23 13:08:58,Profile value updated from 'SQL' to 'Power BI' for role alignment.,leebilly,421,2023-12-23 13:08:58,284,5,2023-09-15,261,373,2024-05-02,0,2024-01-12 13:08:58,Profile value updated from 'SQL' to 'Power BI' for role alignment.,10,189,637,9,40,0,0,0,0
374,4,27,Scrum Master,AWS Certified,2023-06-24 13:08:59,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,coxdebbie,590,2023-06-24 13:08:59,196,3,2023-05-21,890,374,2023-11-18,0,2023-07-18 13:08:59,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,1,13,703,4,36,0,0,0,0
375,4,29,Photography,Cycling,2024-02-04 13:08:59,Profile value updated from 'Photography' to 'Cycling' for role alignment.,sgarcia,320,2024-02-04 13:08:59,231,4,2023-12-31,834,375,2024-07-09,0,2024-02-27 13:08:59,Profile value updated from 'Photography' to 'Cycling' for role alignment.,8,580,527,6,78,0,0,0,0
376,4,29,PMP,Azure Fundamentals,2023-01-27 13:09:00,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,omorse,423,2023-01-27 13:09:00,129,2,2022-11-10,803,376,2023-06-04,1,2023-02-09 13:09:00,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,5,11,226,2,67,0,0,0,0
377,4,30,Java,Python,2023-03-27 13:09:01,Profile value updated from 'Java' to 'Python' for role alignment.,freyadam,448,2023-03-27 13:09:01,308,2,2023-01-06,365,377,2023-04-27,1,2023-04-22 13:09:01,Profile value updated from 'Java' to 'Python' for role alignment.,4,473,78,10,58,0,0,0,0
378,4,34,PMP,Scrum Master,2024-01-14 13:09:01,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,zking,564,2024-01-14 13:09:01,663,1,2023-11-08,243,378,2024-07-07,1,2024-01-16 13:09:01,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,6,151,548,6,86,0,0,0,0
379,4,36,PMP,Azure Fundamentals,2023-08-07 13:09:02,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,jameslewis,721,2023-08-07 13:09:02,617,2,2023-06-05,341,379,2023-09-22,0,2023-08-08 13:09:02,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,1,795,117,7,18,0,0,0,0
380,4,36,Power BI,SQL,2022-12-14 13:09:03,Profile value updated from 'Power BI' to 'SQL' for role alignment.,jonesalicia,919,2022-12-14 13:09:03,539,4,2022-11-20,790,380,2023-05-18,1,2023-01-05 13:09:03,Profile value updated from 'Power BI' to 'SQL' for role alignment.,2,703,364,10,2,0,0,0,0
381,4,36,AWS Certified,Scrum Master,2023-07-07 13:09:04,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,evan58,820,2023-07-07 13:09:04,366,2,2023-06-13,543,381,2023-10-02,0,2023-08-03 13:09:04,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,4,309,395,7,48,0,0,0,0
382,4,37,Excel,Power BI,2023-04-14 13:09:05,Profile value updated from 'Excel' to 'Power BI' for role alignment.,rrubio,701,2023-04-14 13:09:05,929,3,2023-03-27,227,382,2023-10-01,1,2023-04-24 13:09:05,Profile value updated from 'Excel' to 'Power BI' for role alignment.,5,454,793,7,26,0,0,0,0
383,4,39,Power BI,Python,2023-08-21 13:09:06,Profile value updated from 'Power BI' to 'Python' for role alignment.,pereztimothy,66,2023-08-21 13:09:06,847,3,2023-06-10,838,383,2024-02-02,1,2023-09-01 13:09:06,Profile value updated from 'Power BI' to 'Python' for role alignment.,9,257,869,6,71,0,0,0,0
384,4,39,Java,Power BI,2023-10-08 13:09:07,Profile value updated from 'Java' to 'Power BI' for role alignment.,davidthomas,961,2023-10-08 13:09:07,421,1,2023-08-27,703,384,2024-03-06,0,2023-10-31 13:09:07,Profile value updated from 'Java' to 'Power BI' for role alignment.,9,348,169,4,84,0,0,0,0
385,4,39,PMP,Scrum Master,2022-12-01 13:09:08,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,yolandaschultz,542,2022-12-01 13:09:08,395,1,2022-11-19,403,385,2023-03-08,1,2022-12-10 13:09:08,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,9,401,429,2,97,0,0,0,0
386,4,40,Java,Python,2024-02-18 13:09:09,Profile value updated from 'Java' to 'Python' for role alignment.,kwilliams,294,2024-02-18 13:09:09,632,1,2023-12-19,210,386,2024-05-17,1,2024-02-29 13:09:09,Profile value updated from 'Java' to 'Python' for role alignment.,1,154,985,6,47,0,0,0,0
387,4,40,Excel,SQL,2023-08-06 13:09:10,Profile value updated from 'Excel' to 'SQL' for role alignment.,perezlisa,921,2023-08-06 13:09:10,95,1,2023-07-05,355,387,2024-01-17,1,2023-08-21 13:09:10,Profile value updated from 'Excel' to 'SQL' for role alignment.,9,501,428,5,82,0,0,0,0
388,4,41,Excel,Power BI,2023-11-14 13:09:10,Profile value updated from 'Excel' to 'Power BI' for role alignment.,grobinson,376,2023-11-14 13:09:10,262,5,2023-08-16,445,388,2024-01-07,1,2023-11-15 13:09:10,Profile value updated from 'Excel' to 'Power BI' for role alignment.,9,156,656,4,11,0,0,0,0
389,4,41,SQL,Power BI,2023-01-19 13:09:11,Profile value updated from 'SQL' to 'Power BI' for role alignment.,larmstrong,265,2023-01-19 13:09:11,730,5,2022-11-28,647,389,2023-03-04,0,2023-01-27 13:09:11,Profile value updated from 'SQL' to 'Power BI' for role alignment.,3,41,614,1,25,0,0,0,0
390,4,41,Power BI,Python,2023-07-25 13:09:12,Profile value updated from 'Power BI' to 'Python' for role alignment.,brent97,880,2023-07-25 13:09:12,710,5,2023-06-15,844,390,2023-09-06,1,2023-08-05 13:09:12,Profile value updated from 'Power BI' to 'Python' for role alignment.,5,38,211,4,45,0,0,0,0
391,4,45,SQL,Excel,2023-04-19 13:09:13,Profile value updated from 'SQL' to 'Excel' for role alignment.,kathrynbrady,51,2023-04-19 13:09:13,663,4,2023-04-08,425,391,2023-05-20,1,2023-04-30 13:09:13,Profile value updated from 'SQL' to 'Excel' for role alignment.,4,230,5,6,95,0,0,0,0
392,4,45,SQL,Excel,2023-01-30 13:09:14,Profile value updated from 'SQL' to 'Excel' for role alignment.,zwalker,417,2023-01-30 13:09:14,989,3,2022-11-27,392,392,2023-07-22,1,2023-02-24 13:09:14,Profile value updated from 'SQL' to 'Excel' for role alignment.,7,607,631,10,2,0,0,0,0
393,4,47,Hiking,Photography,2023-08-26 13:09:14,Profile value updated from 'Hiking' to 'Photography' for role alignment.,wpace,74,2023-08-26 13:09:14,144,1,2023-06-28,115,393,2023-12-27,0,2023-09-09 13:09:14,Profile value updated from 'Hiking' to 'Photography' for role alignment.,7,775,851,7,7,0,0,0,0
394,4,47,Running,Hiking,2024-04-01 13:09:15,Profile value updated from 'Running' to 'Hiking' for role alignment.,xrichard,810,2024-04-01 13:09:15,446,3,2024-02-03,588,394,2024-09-09,0,2024-04-24 13:09:15,Profile value updated from 'Running' to 'Hiking' for role alignment.,9,377,517,7,11,0,0,0,0
395,4,47,PMP,AWS Certified,2023-09-15 13:09:16,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,maykimberly,211,2023-09-15 13:09:16,740,5,2023-07-13,681,395,2023-12-14,0,2023-09-28 13:09:16,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,2,850,792,7,47,0,0,0,0
396,4,48,Azure Fundamentals,Scrum Master,2023-07-30 13:09:16,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,esparzajoshua,585,2023-07-30 13:09:16,362,4,2023-07-16,524,396,2023-12-27,0,2023-08-17 13:09:16,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,7,856,266,2,56,0,0,0,0
397,4,48,Power BI,SQL,2023-04-11 13:09:17,Profile value updated from 'Power BI' to 'SQL' for role alignment.,rodney22,445,2023-04-11 13:09:17,33,5,2023-01-22,69,397,2023-07-29,0,2023-04-30 13:09:17,Profile value updated from 'Power BI' to 'SQL' for role alignment.,5,159,658,2,13,0,0,0,0
398,4,49,Power BI,SQL,2024-02-10 13:09:18,Profile value updated from 'Power BI' to 'SQL' for role alignment.,bryancoleman,842,2024-02-10 13:09:18,277,3,2024-01-08,446,398,2024-03-17,1,2024-03-05 13:09:18,Profile value updated from 'Power BI' to 'SQL' for role alignment.,1,10,596,2,66,0,0,0,0
399,4,49,PMP,Azure Fundamentals,2023-04-30 13:09:19,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,ewatkins,89,2023-04-30 13:09:19,872,2,2023-03-30,411,399,2023-07-13,1,2023-05-15 13:09:19,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,7,468,28,9,67,0,0,0,0
400,4,49,SQL,Excel,2023-08-22 13:09:20,Profile value updated from 'SQL' to 'Excel' for role alignment.,dawnhenson,715,2023-08-22 13:09:20,445,5,2023-08-02,183,400,2023-12-17,0,2023-09-07 13:09:20,Profile value updated from 'SQL' to 'Excel' for role alignment.,1,489,8,2,13,0,0,0,0
401,4,51,Hiking,Cycling,2023-08-06 13:09:20,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,shelbyorr,147,2023-08-06 13:09:20,535,2,2023-07-22,620,401,2023-10-23,1,2023-08-28 13:09:20,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,10,438,367,8,78,0,0,0,0
402,4,51,Azure Fundamentals,Scrum Master,2023-12-12 13:09:21,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,danielcastillo,261,2023-12-12 13:09:21,7,4,2023-09-09,593,402,2024-04-20,1,2023-12-15 13:09:21,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,10,145,968,10,17,0,0,0,0
403,4,51,SQL,Python,2024-02-13 13:09:22,Profile value updated from 'SQL' to 'Python' for role alignment.,sarahlewis,320,2024-02-13 13:09:22,254,4,2024-01-17,742,403,2024-07-25,1,2024-02-14 13:09:22,Profile value updated from 'SQL' to 'Python' for role alignment.,2,464,859,7,82,0,0,0,0
404,4,53,Python,Excel,2023-11-25 13:09:23,Profile value updated from 'Python' to 'Excel' for role alignment.,iclark,249,2023-11-25 13:09:23,209,5,2023-08-20,839,404,2024-04-28,0,2023-12-22 13:09:23,Profile value updated from 'Python' to 'Excel' for role alignment.,10,911,742,7,65,0,0,0,0
405,4,58,Java,Power BI,2023-01-14 13:09:24,Profile value updated from 'Java' to 'Power BI' for role alignment.,davidwayne,462,2023-01-14 13:09:24,349,1,2022-12-15,540,405,2023-03-11,1,2023-02-12 13:09:24,Profile value updated from 'Java' to 'Power BI' for role alignment.,9,650,16,1,68,0,0,0,0
406,4,58,Python,Power BI,2023-01-22 13:09:25,Profile value updated from 'Python' to 'Power BI' for role alignment.,marissabennett,96,2023-01-22 13:09:25,965,1,2022-12-31,781,406,2023-04-05,1,2023-01-31 13:09:25,Profile value updated from 'Python' to 'Power BI' for role alignment.,1,431,163,4,98,0,0,0,0
407,4,58,Excel,Power BI,2023-07-03 13:09:30,Profile value updated from 'Excel' to 'Power BI' for role alignment.,vfranco,201,2023-07-03 13:09:30,617,5,2023-06-16,230,407,2023-08-10,1,2023-07-21 13:09:30,Profile value updated from 'Excel' to 'Power BI' for role alignment.,6,335,984,8,39,0,0,0,0
408,4,59,Java,Python,2024-01-15 13:09:30,Profile value updated from 'Java' to 'Python' for role alignment.,pmoyer,844,2024-01-15 13:09:30,6,4,2023-10-27,900,408,2024-04-27,0,2024-01-26 13:09:30,Profile value updated from 'Java' to 'Python' for role alignment.,6,372,507,5,87,0,0,0,0
409,4,59,PMP,AWS Certified,2023-05-23 13:09:31,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,fbowers,626,2023-05-23 13:09:31,33,5,2023-04-24,520,409,2023-11-07,1,2023-06-10 13:09:31,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,4,855,844,7,80,0,0,0,0
410,4,59,SQL,Power BI,2024-03-31 13:09:32,Profile value updated from 'SQL' to 'Power BI' for role alignment.,rwilliams,18,2024-03-31 13:09:32,204,5,2024-01-01,171,410,2024-05-08,1,2024-04-09 13:09:32,Profile value updated from 'SQL' to 'Power BI' for role alignment.,6,946,734,9,40,0,0,0,0
411,4,60,Cycling,Hiking,2024-04-04 13:09:33,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,cholmes,375,2024-04-04 13:09:33,850,3,2024-01-15,902,411,2024-07-04,1,2024-04-13 13:09:33,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,7,494,227,4,77,0,0,0,0
412,4,61,Python,Power BI,2024-04-13 13:09:34,Profile value updated from 'Python' to 'Power BI' for role alignment.,gonzalezsandra,142,2024-04-13 13:09:34,763,5,2024-01-29,307,412,2024-07-21,0,2024-05-05 13:09:34,Profile value updated from 'Python' to 'Power BI' for role alignment.,3,211,137,2,74,0,0,0,0
413,4,61,Running,Hiking,2023-07-19 13:09:35,Profile value updated from 'Running' to 'Hiking' for role alignment.,kimberlyterry,431,2023-07-19 13:09:35,236,4,2023-06-26,479,413,2023-11-29,1,2023-08-12 13:09:35,Profile value updated from 'Running' to 'Hiking' for role alignment.,4,744,567,3,94,0,0,0,0
414,4,61,AWS Certified,Scrum Master,2023-09-15 13:09:36,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,mcdonaldjenna,569,2023-09-15 13:09:36,974,4,2023-06-27,582,414,2024-03-12,1,2023-09-22 13:09:36,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,10,282,815,10,28,0,0,0,0
415,4,63,Azure Fundamentals,PMP,2023-10-28 13:09:37,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,watsonallen,373,2023-10-28 13:09:37,429,2,2023-10-14,777,415,2024-02-16,1,2023-11-12 13:09:37,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,9,746,565,3,57,0,0,0,0
416,4,63,AWS Certified,Azure Fundamentals,2024-03-07 13:09:38,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,jsmith,881,2024-03-07 13:09:38,121,1,2024-02-15,952,416,2024-06-15,0,2024-03-13 13:09:38,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,10,19,861,10,90,0,0,0,0
